0652	[EZﾅﾋﾞMS]			0826		
0653	[WIN]			0827		
0654	[ﾌﾟﾚﾐｱﾑ]			0828		
0655	[男の子]		0001			
0656	[女の子]		0002			
0657	[男]		0004			
0658	[女]		0005			
0659	[新幹線]		0031			
0660	[1時]		0036			
0661	[2時]		0037			
0662	[3時]		0038			
0663	[4時]		0039			
0664	[5時]		0040			
0665	[6時]		0041			
0666	[7時]		0042			
0667	[8時]		0043			
0668	[9時]		0044			
0669	[11時]		0046			
0670	[12時]		0047			
0671	[ﾏｰｸ]		0049			
0672	[ﾀﾞｲﾔ]		0053			
0673	[ｻｯｸｽ]		0064			
0674	[ﾋﾞｯｸﾘ青ざめる]		0097			
0675	[鉄鎚]		0112			
0676	[ﾊｴ]		0116			
0677	[ﾃﾝﾄ]		0124			
0678	[DVD]		0129			
0679	[ﾏｰｸ]		0134			
0680	[麻雀]		0135			
0681	[優勝ｶｯﾌﾟ]		0139			
0682	[競馬]		0142			
0683	[競艇]		0143			
0684	[ｵｰﾄ]		0144			
0685	[男性ﾄｲﾚ]		0156			
0686	[女性ﾄｲﾚ]		0157			
0687	[授乳室]		0158			
0688	[ﾄｲﾚ]		0164			
0689	[ﾒｶﾞﾎﾝ]		0166			
0690	[鍵(ﾛｯｸ解除)]		0169			
0691	[為替]		0173			
0692	[学生帽]		0182			
0693	[船]		0190			
0694	[ｺｺ]		0193			
0695	[模様1]		0194			
0696	[模様2]		0195			
0697	[模様3]		0196			
0698	[月額]		0213			
0699	[申込]		0214			
0700	[ｻｰﾋﾞｽ]		0230			
0701	[陣]		0261			
0702	[魚座]		0274			
0703	[TOP]		0275			
0704	[案内]		0282			
0705	[Jｽｶｲ]		0283			
0706	[Jｽｶｲ2]		0284			
0707	[ｽｶｲﾒｰﾙ]		0285			
0708	[ｽｶｲﾒｰﾙ2]		0286			
0709	[J-PHONE]		0287			
0710	[J-PHONE2]		0288			
0711	[J-PHONE3]		0289			
0712	[ﾄｲﾚ]		0298			
0713	[ｸﾗｯｶｰ]		0307			
0714	[MD]		0311			
0715	[ｽﾋﾟｰｶｰ]		0312			
0716	[ｻﾝﾀﾞﾙ]		0315			
0717	[光る星]		0351			
0718	[question]		0352			
0719	[exclamation]		0353			
0720	[ｲﾁｺﾞ]		0369			
0721	[ｽｲｶ]		0370			
0722	[居眠り]		0383			
0723	[ｱｯｶﾝﾍﾞｰ]		0384			
0724	[ﾆｺﾆｺ]		0395			
0725	[ﾊﾞｲﾊﾞｲ(2)]		0409			
0726	[ﾜｯｼｮｲ]		0414			
0727	[ｶｯﾌﾟﾙ(2)]		0415			
0728	[ﾗｸﾞﾋﾞｰ]		0418			
0729	[ﾊﾞﾚﾝﾀｲﾝ]		0430			
0730	[結婚]		0436			
0731	[ﾗﾝﾄﾞｾﾙ]		0443			
0732	[風]		0446			
0733	[日の出]		0448			
0734	[夕日]		0449			
0735	[映画]		0458			
0736	[ﾛｹｯﾄ]		0461			
0737	[自由の女神]		0480			
0738	[衛兵]		0481			
0739	[鳥]		0484			
0740	[魚]		0485			
0741	[犬]		0487			
0742	[ｺｱﾗ]		0490			
0743	[ｻﾙ]		0491			
0744	[ﾋﾂｼﾞ]		0492			
0745	[ｷﾂﾈ]		0493			
0746	[Jｽｶｲﾏｰｸ(1)]		0507			
0747	[Jｽｶｲﾏｰｸ(2)]		0508			
0748	[vodafoneﾏｰｸ(1)]		0509			
0749	[vodafoneﾏｰｸ(2)]		0510			
0750	[vodafone(1)]		0511			
0751	[vodafone(2)]		0512			
0752	[vodafone(3)]		0513			
0753	[ｽﾎﾟｰﾂ]	0021				
0754	[遊園地]	0060				
0755	[満月]	0099				
0756	[iﾓｰﾄﾞ]	0108				
0757	[iﾓｰﾄﾞ2]	0109				
0758	[ﾄﾞｺﾓ提供]	0111				
0759	[ﾄﾞｺﾓﾎﾟｲﾝﾄ]	0112				
0760	[次項有]	0117				
0761	[位置情報]	0121				
0762	[ﾓﾊﾞQ]	0124				
0763	[揺れるﾊｰﾄ]	0137				
0764	[ｶﾜｲｲ]	0148				
0765	[ﾑｰﾄﾞ]	0155				
0766	[ｰ]	0165				
0767	[ﾌｸﾛ]	0168				
0768	[ﾍﾟﾝ]	0169				
0769	[人影]	0170				
0770	[夜]	0172				
0771	[soon]	0173				
0772	[on]	0174				
0773	[end]	0175				
0774	[ﾋﾟｱのﾋﾟ]	0177				
0775	[ﾋﾟｱのｱ]	0178				
0776	[ﾁｹ]	0179				
0777	[ﾁｹ2]	0180				
0778	[先行TEL]	0181				
0779	[Pｺｰﾄﾞ]	0182				
0780	[映画]	0183				
0781	[ﾋﾟｱのﾋﾟ2]	0184				
0782	[ﾏﾙﾋﾟ]	0185				
0783	[四角ﾋﾟ]	0186				
0784	[ﾁｪｯｸ]	0187				
0785	[F]	0188				
0786	[D]	0189				
0787	[S]	0190				
0788	[C]	0191				
0789	[R]	0192				
0790	[白黒四角]	0193				
0791	[黒四角]	0194				
0792	[逆三角]	0195				
0793	[4十字]	0196				
0794	[3十字]	0197				
0795	[2十字]	0198				
0796	[十字]	0199				
0797	[I]	0200				
0798	[M]	0201				
0799	[E]	0202				
0800	[VE]	0203				
0801	[球]	0204				
0802	[ｶｰﾄﾞ使用不可]	0205				
0803	[ﾁｪｯｸﾎﾞｯｸｽ]	0206				
0804	[iｱﾌﾟﾘ]	1001				
0805	[iｱﾌﾟﾘ2]	1002				
0806	[ﾄﾞｱ]	1009				
0807	[猫2]	1033				
0808	[NG]	1036				
0809	[禁止]	1045				
0810	[合格ﾏｰｸ]	1047				
0811	[ｳﾏｲ!]	1071				
